"ID","Country","Year","seS_t","Protein_Total_2901_g","Animal_Protein_2941_kcal","Carbohydrate_kcal","Fat_Total_2901_kcal","Vegetal_Protein_2903_kcal","GDP_perCapita","l5","l60","Sex"
"RUS_1967","RUS","1967",0.000172798931681846,99.22,170.2,1965.83,727.29,226.68,7943,0.97276,0.85298,"Females"
"RUS_1968","RUS","1968",0.000177259759174208,100.12,175.96,1968.75,769.77,224.48,8391.00000000001,0.97282,0.85301,"Females"
"RUS_1969","RUS","1969",0.000176892986208364,101.12,180.28,1969.32,763.2,224.2,8563.00000000001,0.97413,0.85065,"Females"
"RUS_1970","RUS","1970",0.000166613370349947,102.49,185.24,1993.43,776.61,224.68,9234.00000000001,0.97587,0.85223,"Females"
"RUS_1971","RUS","1971",0.000154974713937541,102.19,186.76,1983.13,772.11,221.96,9567,0.97797,0.85548,"Females"
"RUS_1972","RUS","1972",0.000153378709517591,102.24,191.2,1936.88,776.16,217.76,9784.99999999999,0.97745,0.85447,"Females"
"RUS_1973","RUS","1973",0.000153214546329352,102.38,190.76,1946.22,802.26,218.8,10492,0.97735,0.85487,"Females"
"RUS_1974","RUS","1974",0.000155286674882,105.18,203.8,1946.88,824.4,216.92,10801,0.97667,0.8529,"Females"
"RUS_1975","RUS","1975",0.000156289860131396,106.16,210.64,1946.23,806.13,214,11164,0.97543,0.84761,"Females"
"RUS_1976","RUS","1976",0.000160046605635877,104.73,203.68,1955.39,849.69,215.24,11426,0.97442,0.84438,"Females"
"RUS_1977","RUS","1977",0.000158923648917721,103.22,200.84,1934.87,839.25,212.08,11692,0.97511,0.84467,"Females"
"RUS_1978","RUS","1978",0.000158522607576632,104.59,205.6,1946.48,848.16,212.76,11829,0.9752,0.8432,"Females"
"RUS_1979","RUS","1979",0.000155928940823371,104.74,207.28,1934.04,864,211.68,11867,0.976,0.84202,"Females"
"RUS_1980","RUS","1980",0.00015390643190915,103.34,204.16,1934.67,857.97,209.2,12204,0.97609,0.84085,"Females"
"RUS_1981","RUS","1981",0.000151254931877176,102.93,204.48,1923.34,842.94,207.24,12274,0.97658,0.8438,"Females"
"RUS_1982","RUS","1982",0.000145275025551387,103.17,202.96,1931.48,843.84,209.72,12267,0.9781,0.84911,"Females"
"RUS_1983","RUS","1983",0.000140723426920071,103.02,205.44,1906.51,877.41,206.64,12420,0.97808,0.84687,"Females"
"RUS_1984","RUS","1984",0.000140518262882931,104.54,212.12,1904.95,892.89,206.04,12379,0.97754,0.8435,"Females"
"RUS_1985","RUS","1985",0.000141935660437178,105.87,216.76,1869.11,922.41,206.72,12475,0.97821,0.85066,"Females"
"RUS_1986","RUS","1986",0.000137194094293384,106.57,220.48,1902.75,911.97,205.8,12694,0.97945,0.86666,"Females"
"RUS_1987","RUS","1987",0.000135905674302299,107.12,221.6,1927.26,928.26,206.88,12597,0.97989,0.86889,"Females"
"RUS_1988","RUS","1988",0.000134320512615214,106.75,223.64,1902.22,948.78,203.36,12720,0.98043,0.86919,"Females"
"RUS_1989","RUS","1989",0.000134399624645668,106.61,226.44,1827.59,965.97,200,12766,0.98188,0.8673,"Females"
"RUS_1990","RUS","1990",0.000138215397216935,106.97,225.48,1867.52,948.6,202.4,12400,0.9823,0.86529,"Females"
"RUS_1991","RUS","1991",0.00014498320632256,100.39,201.48,1715.97,799.47,200.08,12012,0.98204,0.8621,"Females"
"RUS_1992","RUS","1992",0.000153159740499701,91.58,183.64,1702.31,728.37,182.68,10488,0.98197,0.84986,"Females"
"RUS_1993","RUS","1993",0.000163952087177473,91.41,182.92,1723.59,742.77,182.76,9789,0.97965,0.81881,"Females"
"RUS_1994","RUS","1994",0.000165708357458898,90.39,178.28,1713.74,731.7,183.24,8744,0.98037,0.8025,"Females"
"RUS_1995","RUS","1995",0.00016352269973257,89.11,176.08,1711.52,716.04,180.4,8586,0.98081,0.81189,"Females"
"RUS_1996","RUS","1996",0.000163077326026454,84.59,163.36,1697.29,676.35,174.96,8479.00000000001,0.98203,0.82807,"Females"
"RUS_1997","RUS","1997",0.000164595800004775,88.76,176.6,1722.41,701.55,178.44,8812.99999999999,0.98188,0.83947,"Females"
"RUS_1998","RUS","1998",0.000164513370970412,88.45,177.32,1726.85,694.35,176.44,8557.00000000001,0.98245,0.84342,"Females"
"RUS_1999","RUS","1999",0.000166260978457581,86.78,169.92,1746.54,677.34,177.2,9340,0.98195,0.83129,"Females"
"RUS_2000","RUS","2000",0.000163938640548463,85.27,165.64,1724.87,688.05,175.44,10553,0.9831,0.82457,"Females"
"RUS_2001","RUS","2001",0.000163403377717959,86.82,166.76,1749.77,715.95,180.52,11391,0.98407,0.81956,"Females"
"RUS_2002","RUS","2002",0.000155406065628401,88.71,172.68,1778.25,737.91,182.16,12259,0.98506,0.814,"Females"
"RUS_2003","RUS","2003",0.00014422023676079,90.01,176.52,1780.92,761.04,183.52,13521,0.98609,0.80929,"Females"
"RUS_2004","RUS","2004",0.000136083514918066,90.67,178.8,1798.98,776.34,183.88,14881,0.98731,0.81451,"Females"
"RUS_2005","RUS","2005",0.000132388617445125,94.2,188.48,1841.18,799.02,188.32,16243,0.98814,0.81513,"Females"
"RUS_2006","RUS","2006",0.000127817356092771,95.28,192,1861.52,819.36,189.12,18008,0.98861,0.83081,"Females"
"RUS_2007","RUS","2007",0.000121105649240714,98.52,205.84,1860.19,845.73,188.24,20018,0.98957,0.84145,"Females"
"RUS_2008","RUS","2008",0.000110548418238467,99.56,210.52,1852.88,857.88,187.72,21563,0.99032,0.84383,"Females"
"RUS_2009","RUS","2009",0.000108428649644611,99.62,212.64,1819.05,862.47,185.84,20336,0.99032,0.84383,"Females"
"RUS_2010","RUS","2010",0.000103474277730926,100.975,216.86,1818.945,898.155,187.04,21737,0.99116,0.85375,"Females"
"RUS_2011","RUS","2011",0.000101252886087637,101.265,216.9,1841.85,909.09,188.16,23130,0.99162,0.86087,"Females"
"RUS_2012","RUS","2012",0.000103870746089959,103.475,225.48,1840.45,930.15,188.4,23931,0.99036,0.8654,"Females"
"RUS_2013","RUS","2013",9.89152507145802e-05,102.87,224.84,1833.715,950.805,186.64,24224,0.99124,0.87027,"Females"
"RUS_2014","RUS","2014",9.41501916197273e-05,102.5,220.6,1805.51,977.49,189.44,24387,0.99182,0.87059,"Females"
"RUS_2015","RUS","2015",8.79847691862159e-05,102.11,213.28,1865.13,947.43,195.2,23691,0.99289,0.87414,"Females"
"RUS_2016","RUS","2016",8.40483906329685e-05,101.24,213.76,1819.3,979.74,191.2,23635,0.99339,0.87893,"Females"
"RUS_2017","RUS","2017",8.22174156057081e-05,102.65,219.36,1822.46,986.94,191.24,24043,0.99403,0.88653,"Females"
"SAU_1998","SAU","1998",0.000275692926016117,82.19,122.96,1934.87,746.37,205.76,22311,0.97483,0.85641,"Females"
"SEN_1987","SEN","1987",0.000692270912518148,66.02,72.2799999999999,1403.55,431.37,191.8,2048,0.955,0.838,"Females"
"SEN_1992","SEN","1992",0.000644999587440887,61.74,82.9199999999999,1286.07,569.97,164.04,1943,0.899,0.747,"Females"
"SEN_1997","SEN","1997",0.000600771968463159,57.5,70.4400000000002,1307.87,572.129999999999,159.56,1866,0.919,0.783,"Females"
"SGP_1962","SGP","1962",0.00101971852649879,91.2134,197.804,1755.1249,695.4084,166.922,3775,0.96764,0.79222,"Females"
"SGP_2003","SGP","2003",0.000360449576384579,92.5619,205.2356,1655.6177,1092.6513,165.0528,38951,0.99731,0.94104,"Females"
"SGP_2004","SGP","2004",0.000351300390885572,94.5728,208.8496,1677.2191,1114.8534,169.3456,42111,0.99739,0.94309,"Females"
"SGP_2005","SGP","2005",0.000356436697720443,91.6518,193.5312,1688.5609,1051.1406,173.2512,44699.0000000001,0.99738,0.94393,"Females"
"SGP_2006","SGP","2006",0.000355449800456328,94.6934,215.4072,1629.9331,1128.8682,163.3192,48074,0.99737,0.94604,"Females"
"SGP_2007","SGP","2007",0.000351400659668698,93.4723,205.3552,1664.9864,1125.8145,168.1748,51844,0.99754,0.94818,"Females"
"SGP_2008","SGP","2008",0.000342348847728493,87.5055,188.7916,1621.6824,1092.7107,161.2088,52179.9999999999,0.99775,0.95107,"Females"
"SGP_2009","SGP","2009",0.000360387990477253,92.0403,203.2336,1652.1709,1122.1542,164.8724,51344,0.99755,0.95212,"Females"
"SGP_2010","SGP","2010",0.000347710162584213,90.9331,194.1216,1647.3765,1104.588,169.5592,58612.9999999999,0.99735,0.95422,"Females"
"SGP_2011","SGP","2011",0.000330260281689398,92.5631,201.9716,1649.8846,1100.3958,168.2112,61671.9999999999,0.99738,0.954,"Females"
"SGP_2012","SGP","2012",0.000329769311521328,84.8564,173.0612,1638.4114,1099.6524,166.3368,62782.9999999998,0.99765,0.95433,"Females"
"SGP_2013","SGP","2013",0.000308975120364333,92.8031,208.0496,1607.0893,1159.9128,163.168,64633.0000000001,0.9974,0.95568,"Females"
"SGP_2014","SGP","2014",0.000321228215611557,92.8128,205.2824,1625.0467,1159.29,166.044,65655.0000000001,0.9977,0.95775,"Females"
"SGP_2015","SGP","2015",0.000324837148462912,95.123,205.2936,1673.6887,1166.3361,175.33,65660.0000000001,0.99806,0.95812,"Females"
"SGP_2016","SGP","2016",0.000313400504969057,95.4533,214.8128,1651.256,1180.098,167.0668,65729.0000000001,0.99755,0.95844,"Females"
"SGP_2017","SGP","2017",0.000305882531622989,94.096,208.854,1627.2819,1172.9808,167.4964,67330.9999999999,0.9971,0.95831,"Females"
"SGP_2018","SGP","2018",0.000296276460466048,93.5895,209.7428,1600.2989,1188.8838,164.6212,68401.9999999999,0.99743,0.96049,"Females"
"SLV_1970","SLV","1970",0.00127976170268672,44.23,43.6399999999999,1217.43,331.649999999999,133.28,3488,0.83997,0.64657,"Females"
"SLV_1980","SLV","1980",0.00109571504593708,55.46,61.1200000000002,1556.08,433.08,160.72,3781.00000000001,0.87272,0.68719,"Females"
"SLV_1990","SLV","1990",0.00081246059296791,56.05,53.5600000000001,1611.14,447.66,170.64,3378,0.93701,0.7811,"Females"
"SLV_2000","SLV","2000",0.000616814198121449,64.46,76.3599999999998,1714.59,519.57,181.48,5404,0.97253,0.83608,"Females"
"SLV_2010","SLV","2010",0.000591131959020351,70.435,99.2200000000001,1691.22,522.54,182.52,7351,0.98012,0.86613,"Females"
"SRB_1971","SRB","1971",0.000982266613440722,97.7,118.36,2115.85,811.35,272.48,7084,0.93769,0.8278,"Females"
"SRB_1981","SRB","1981",0.000812013177142451,105.66,159.72,2146.4,957.96,262.92,10888,0.96234,0.86342,"Females"
"SRB_2002","SRB","2002",0.000535328393269467,77.14,181.64,1142.71,1052.73,126.92,7156,0.990115,0.88847,"Females"
"SRB_2003","SRB","2003",0.000487685560623563,74.5,176.76,1176.74,1063.26,121.24,7638,0.99034,0.89056,"Females"
"SRB_2004","SRB","2004",0.000493538126523426,77.59,175.4,1236.64,1008,134.92,8512,0.9921,0.89406,"Females"
"SRB_2005","SRB","2005",0.000521925868594934,75.81,178.16,1187.71,1093.05,125.08,9198.00000000001,0.99265,0.89437,"Females"
"SRB_2006","SRB","2006",0.000504967376092771,77.92,139.36,1515.1,770.22,172.32,9901.99999999999,0.99254,0.89844,"Females"
"SRB_2007","SRB","2007",0.000496565834596023,78.44,147.4,1501.35,739.89,166.36,10769,0.9932,0.90222,"Females"
"SRB_2008","SRB","2008",0.000469356639572537,80.57,148.52,1471.73,765.99,173.76,11650,0.9928,0.90174,"Females"
"SRB_2009","SRB","2009",0.000474975786336363,79.39,144.4,1539.26,747.18,173.16,11577,0.99296,0.90261,"Females"
"SRB_2010","SRB","2010",0.000469729651727702,81.81,149.6,1486.79,749.97,177.64,11964,0.99317,0.90634,"Females"
"SRB_2011","SRB","2011",0.000435233330103026,82.23,151,1532.28,708.3,177.92,12463,0.99357,0.90909,"Females"
"SRB_2012","SRB","2012",0.00042115181765667,82.605,157.9,1514.345,705.735,172.52,12384,0.99334,0.90993,"Females"
"SRB_2013","SRB","2013",0.000448095831000349,82.3,160.06,1523.22,712.08,169.12,12764,0.99389,0.91353,"Females"
"SRB_2014","SRB","2014",0.00042849803139818,85.45,174.56,1555.11,765.09,167.24,12606,0.99422,0.91344,"Females"
"SRB_2015","SRB","2015",0.000387231797329334,85.96,171.96,1564.16,747,171.88,12765,0.99407,0.91352,"Females"
"SRB_2016","SRB","2016",0.000421398053375578,84.36,170.2,1574.43,761.13,167.24,13184,0.99487,0.91599,"Females"
"SRB_2017","SRB","2017",0.000391245101237421,83.16,160.44,1580.71,763.65,172.2,13489,0.99485,0.91579,"Females"
"SRB_2018","SRB","2018",0.000382969787561412,84.24,167.68,1539.58,809.46,169.28,14124,0.99428,0.91788,"Females"
"SRB_2019","SRB","2019",0.000391195289078272,88.9,176.12,1599.24,785.16,179.48,11754.7061429376,0.99492,0.9204,"Females"
"SVK_1961","SVK","1961",0.000838067913938849,89.17,165.6,1811.33,954.99,191.12,10021.6400345836,0.97086,0.86605,"Females"
"SVK_1962","SVK","1962",0.000818525401355264,90.76,166.56,1833.95,971.01,196.48,10337.077099848,0.97302,0.86595,"Females"
"SVK_1963","SVK","1963",0.000844831686622133,92.22,168,1875.5,964.62,200.88,10515.3650161249,0.97224,0.86831,"Females"
"SVK_1964","SVK","1964",0.000816017242998347,93.23,170.96,1859.15,942.93,201.96,10296.1759282837,0.97282,0.8675,"Females"
"SVK_1965","SVK","1965",0.000859621269082049,94.11,180.56,1813.81,978.75,195.84,10009.6044101206,0.96902,0.86564,"Females"
"SVK_1966","SVK","1966",0.000855111424993085,94.72,181.72,1830.62,985.5,197.16,11443.0373724482,0.97181,0.86982,"Females"
"SVK_1967","SVK","1967",0.000842243462630287,95.95,188.88,1803.27,996.93,194.92,10810.3641978532,0.97366,0.87352,"Females"
"SVK_1968","SVK","1968",0.000837199364131027,96.88,196.12,1816.83,1015.65,191.4,10335.9225532267,0.97614,0.8675,"Females"
"SVK_1969","SVK","1969",0.000871413181784118,95.45,199.2,1745.35,1013.85,182.6,10409.5533658135,0.9726,0.86392,"Females"
"SVK_1970","SVK","1970",0.000850512968216409,95.51,203.68,1705.83,1013.13,178.32,11183.7661313512,0.97279,0.86263,"Females"
"SVK_1971","SVK","1971",0.00081932310639801,96.34,208.4,1680.96,1021.68,176.96,11944.262485023,0.97516,0.86562,"Females"
"SVK_1972","SVK","1972",0.000849202615614966,96.08,209.68,1663.55,1031.13,174.6,11887.7842590481,0.97522,0.86879,"Females"
"SVK_1973","SVK","1973",0.000804119497276148,96.6,212.84,1674.55,1039.05,173.56,12364.998493896,0.97328,0.86501,"Females"
"SVK_1974","SVK","1974",0.000757098953905506,97.61,217.12,1673.64,1042.92,173.32,11506.9573714014,0.97679,0.86856,"Females"
"SVK_1975","SVK","1975",0.000748480920589853,98.71,222.8,1644.83,1056.33,172.04,13412.855362363,0.976,0.87259,"Females"
"SVK_1976","SVK","1976",0.000765363260843381,99.25,226.28,1646.94,1047.06,170.68,13810.5316123866,0.97624,0.87362,"Females"
"SVK_1977","SVK","1977",0.000717810451723229,98.17,226.64,1590.7,1054.62,166.04,13230.9426825565,0.97986,0.87584,"Females"
"SVK_1978","SVK","1978",0.000714708978408871,99,229.84,1626.28,1071.72,166.2,12604.1776066945,0.9784,0.86919,"Females"
"SVK_1979","SVK","1979",0.000695954944410836,98.37,228.96,1601.52,1080,164.52,13653.6655375575,0.97941,0.87723,"Females"
"SVK_1980","SVK","1980",0.000695584899568027,98.68,234.2,1565.82,1106.46,160.48,15196.4320965929,0.97991,0.87641,"Females"
"SVK_1981","SVK","1981",0.000694050246140531,99.88,235.04,1583.67,1125.81,164.48,14145.4311949266,0.98193,0.87826,"Females"
"SVK_1982","SVK","1982",0.000665321263403773,98.72,224.16,1633.05,1127.07,170.72,15327.9991863618,0.98262,0.88231,"Females"
"SVK_1983","SVK","1983",0.000653836701641131,99.35,230.36,1587.55,1138.05,167.04,15479.8597260662,0.98247,0.8779,"Females"
"SVK_1984","SVK","1984",0.000648764193876389,101.64,233.56,1609.45,1161.99,173,16320.0038167037,0.98296,0.88172,"Females"
"SVK_1985","SVK","1985",0.000640062744934025,101.96,235,1589.94,1175.22,172.84,11815,0.98376,0.87798,"Females"
"SVK_1986","SVK","1986",0.000624768168891041,101.8,233.56,1609.99,1188.81,173.64,12242,0.98601,0.88234,"Females"
"SVK_1987","SVK","1987",0.000614862142016002,103.99,238.88,1620.24,1198.8,177.08,12473,0.9856,0.88133,"Females"
"SVK_1988","SVK","1988",0.000619762929205035,106.69,246.64,1667.88,1233.36,180.16,12659,0.98706,0.88723,"Females"
"SVK_1989","SVK","1989",0.000602136396212864,107.38,246.4,1674.53,1237.95,183.12,12734,0.98618,0.88733,"Females"
"SVK_1990","SVK","1990",0.000594909270025968,105.77,240.28,1719.34,1238.58,182.8,12374,0.98809,0.88376,"Females"
"SVK_1991","SVK","1991",0.000603946756154127,92.98,197.68,1616.62,1052.46,174.24,10537,0.98591,0.88236,"Females"
"SVK_1992","SVK","1992",0.000604038957287076,87.37,192.44,1517.12,1040.4,157.04,9838.99999999999,0.98786,0.89228,"Females"
"SVK_1993","SVK","1993",0.000569927323706808,79,169.48,1391.74,901.26,146.52,10481,0.98953,0.89619,"Females"
"SVK_1994","SVK","1994",0.000598899188354317,82.7,154.24,1520.59,929.61,176.56,11064,0.98942,0.89936,"Females"
"SVK_1995","SVK","1995",0.000615916654413778,74.2,148.4,1441.44,923.76,148.4,11874,0.98906,0.89924,"Females"
"SVK_1996","SVK","1996",0.000601530562429601,78.07,151.44,1524.41,878.31,160.84,12623,0.98938,0.90362,"Females"
"SVK_1997","SVK","1997",0.000567323535398886,76.96,152.72,1481.73,893.43,155.08,13335,0.9904,0.89945,"Females"
"SVK_1998","SVK","1998",0.000570203035599845,78.24,157.2,1496.72,949.32,155.72,13822,0.98981,0.90208,"Females"
"SVK_1999","SVK","1999",0.000566975164527157,75.72,147.92,1447.82,951.3,154.96,13750,0.99106,0.90454,"Females"
"SVK_2000","SVK","2000",0.00060410557278927,71.61,134.4,1431.94,874.62,152.04,13905,0.99168,0.91113,"Females"
"SVK_2001","SVK","2001",0.00051974432736356,71.01,133.2,1368.9,948.06,150.84,14362,0.99348,0.91081,"Females"
"SVK_2002","SVK","2002",0.0005363322314392,73.61,142.52,1375.5,948.06,151.92,14985,0.99057,0.9108,"Females"
"SVK_2003","SVK","2003",0.000590188591941232,73.75,142.52,1367.78,950.22,152.48,15773,0.99097,0.91168,"Females"
"SVK_2004","SVK","2004",0.000539797968083285,71.26,134.16,1421.47,941.49,150.84,16571,0.99188,0.91241,"Females"
"SVK_2005","SVK","2005",0.00054880579568423,74.12,151.24,1453.82,911.7,145.2,17650,0.99218,0.91422,"Females"
"SVK_2006","SVK","2006",0.000523332047895219,73.85,147.8,1424.68,943.92,147.6,19099,0.99321,0.91659,"Females"
"SVK_2007","SVK","2007",0.00050313501458067,71.25,134.08,1420.19,909.81,150.92,21110,0.99302,0.91328,"Females"
"SVK_2008","SVK","2008",0.000502233406829565,73.43,139.68,1517.94,875.34,154.04,22232,0.99381,0.92036,"Females"
"SVK_2009","SVK","2009",0.000490654689617438,72.53,144.16,1462.08,973.8,145.96,20953,0.99386,0.91856,"Females"
"SVK_2010","SVK","2010",0.00045877851482459,73.065,146.46,1418.415,1020.825,145.8,21941,0.99368,0.92403,"Females"
"SVK_2011","SVK","2011",0.000445281341392628,73.38,145.04,1399.99,1017.99,148.48,22483,0.99448,0.924,"Females"
"SVK_2012","SVK","2012",0.00046270593116129,68.365,129.1,1365.34,1033.2,144.34,22816,0.99427,0.92672,"Females"
"SVK_2013","SVK","2013",0.000446757043455254,71.46,139.24,1407.31,1049.85,146.6,23132,0.99377,0.92685,"Females"
"SVK_2014","SVK","2014",0.000470770180156823,71.58,136.76,1309.48,1069.2,149.56,23703,0.99368,0.93021,"Females"
"SVK_2015","SVK","2015",0.000452149886236073,67.95,137.48,1199.64,1087.56,134.32,24588,0.99418,0.92859,"Females"
"SVK_2016","SVK","2016",0.000464884977299008,70.04,150.6,1250.29,1142.55,129.56,25364,0.99466,0.93093,"Females"
"SVK_2017","SVK","2017",0.000426226749160636,68.94,154.32,1211.43,1215.81,121.44,26096,0.99546,0.93099,"Females"
"SVK_2018","SVK","2018",0.000429275600359216,68.76,149.44,1191.17,1253.79,125.6,27076,0.99471,0.93047,"Females"
"SVK_2019","SVK","2019",0.000439344643325825,71.88,156.32,1243.57,1340.91,131.24,26129.512221873,0.99453,0.93212,"Females"
"SVN_1961","SVN","1961",0.00160327101075735,90.36,90.0400000000001,2032.65,557.91,271.36,7760,0.96922,0.85739,"Females"
"SVN_1971","SVN","1971",0.00138071195946309,97.7,118.36,2115.85,811.35,272.48,13657,0.9745,0.86227,"Females"
"SVN_1981","SVN","1981",0.00101693357980808,105.66,159.72,2146.4,957.96,262.92,20929,0.98464,0.878065,"Females"
"SVN_1982","SVN","1982",0.0010345527116614,103.2,156.64,2098.93,972.27,256.2,20535,0.98579,0.87474,"Females"
"SVN_1983","SVN","1983",0.000986748312454214,105.18,158.64,2134.33,958.95,262.08,20451,0.98432,0.87234,"Females"
"SVN_1984","SVN","1984",0.00106653111684894,104.23,161.64,2072.56,992.52,255.28,20650,0.98641,0.87899,"Females"
"SVN_1985","SVN","1985",0.0010806831539061,102.38,159.04,2085.13,991.35,250.52,20663,0.98867,0.88804,"Females"
"SVN_1986","SVN","1986",0.00103275084397312,104.56,163.16,2094.29,1033.47,255.08,21122,0.98772,0.88944,"Females"
"SVN_1987","SVN","1987",0.000997723640214956,102.82,165.72,2041.17,1061.55,245.56,20851,0.98732,0.88791,"Females"
"SVN_1988","SVN","1988",0.000944626605792675,101.9,166.08,2014.15,1073.25,241.52,20083,0.98962,0.8935,"Females"
"SVN_1989","SVN","1989",0.000866962212961968,102.31,163.28,2059.64,1032.12,245.92,19837,0.99114,0.89563,"Females"
"SVN_1990","SVN","1990",0.000932401673061868,106.17,177.36,2085.5,1034.82,247.32,18093,0.99231,0.90718,"Females"
"SVN_1991","SVN","1991",0.000977584404443256,99.26,151.28,1982.91,949.05,245.76,16402,0.99272,0.901445,"Females"
"SVN_1992","SVN","1992",0.000930721395862737,75.17,153.52,1247.55,823.77,147.2,15463,0.99075,0.90064,"Females"
"SVN_1993","SVN","1993",0.000876634853095753,86.62,200.08,1294.48,905.04,146.4,15872,0.993,0.90147,"Females"
"SVN_1994","SVN","1994",0.000821396643069063,90.99,210.96,1325.26,930.78,153.04,16665,0.992385,0.904895,"Females"
"SVN_1995","SVN","1995",0.000811933999199547,95.91,219.92,1396.31,904.05,163.72,17817,0.99448,0.90921,"Females"
"SVN_1996","SVN","1996",0.000809274870889165,99.97,232.16,1487.41,955.71,167.72,18376,0.99542,0.90906,"Females"
"SVN_1997","SVN","1997",0.000753281135097461,97.99,234.44,1400.91,941.13,157.48,19259,0.99444,0.91592,"Females"
"SVN_1998","SVN","1998",0.000812839957825854,96,228.64,1425.74,883.26,155.36,19851,0.99487,0.91412,"Females"
"SVN_1999","SVN","1999",0.000773107725923916,103.52,244.96,1541.36,952.56,169.12,20794,0.99516,0.9128,"Females"
"SVN_2000","SVN","2000",0.000824768591807771,102.34,240.08,1474.17,970.47,169.28,21501,0.99508,0.91812,"Females"
"SVN_2001","SVN","2001",0.000746279919709782,99.98,233.2,1487.84,1038.24,166.72,22007,0.99617,0.92159,"Females"
"SVN_2002","SVN","2002",0.000728029090720161,98.63,228.48,1506.65,1042.83,166.04,22725,0.99649,0.92408,"Females"
"SVN_2003","SVN","2003",0.000702306486425679,100.11,235.92,1498.68,1082.88,164.52,23257,0.99559,0.92355,"Females"
"SVN_2004","SVN","2004",0.000672654136220073,99.31,235.48,1519.37,1086.39,161.76,24151,0.99535,0.92057,"Females"
"SVN_2005","SVN","2005",0.000706167632503629,98.09,234.76,1451.15,1058.49,157.64,24967,0.99501,0.92559,"Females"
"SVN_2006","SVN","2006",0.000600044625674634,98.18,227.44,1504.82,1070.46,165.28,26183,0.99604,0.93243,"Females"
"SVN_2007","SVN","2007",0.000550625287873289,98.26,227.72,1507.56,1076.4,165.32,27833,0.996105,0.93334,"Females"
"SVN_2008","SVN","2008",0.000517636970533139,101.66,239.84,1511.26,1097.1,166.76,28474,0.99771,0.94165,"Females"
"SVN_2009","SVN","2009",0.00046585950645381,101.93,238.4,1529.45,1096.83,169.28,25906,0.99692,0.9428,"Females"
"SVN_2010","SVN","2010",0.000428844307900503,100.465,232.96,1538.39,1095.75,168.9,26001,0.99573,0.94313,"Females"
"SVN_2011","SVN","2011",0.000560832219931814,98.915,223.24,1546.38,1074.96,172.44,26004,0.99682,0.94501,"Females"
"SVN_2012","SVN","2012",0.000382543005799585,98.26,218.76,1551.085,1069.875,174.28,25252,0.99767,0.94619,"Females"
"SVN_2013","SVN","2013",0.000529933588832998,96.19,207.22,1574.515,1075.725,177.54,24944,0.99683,0.94755,"Females"
"SVN_2014","SVN","2014",0.000406623954261346,98.94,211.92,1644.2,1022.04,183.84,25693,0.99786,0.95318,"Females"
"SVN_2015","SVN","2015",0.000410848369234864,97.39,209,1630.13,1004.31,180.56,26268,0.99823,0.95201,"Females"
"SVN_2016","SVN","2016",0.000432549698519929,98.59,211.52,1596.6,1031.04,182.84,26908,0.99722,0.95359,"Females"
"SVN_2017","SVN","2017",0.000431004537702175,97.47,212.28,1628.16,1038.96,177.6,28190,0.99756,0.95135,"Females"
"SVN_2018","SVN","2018",0.000454536312283212,95.91,203.72,1643.58,1029.78,179.92,29245,0.99804,0.95471,"Females"
"SVN_2019","SVN","2019",0.000509936404326606,98.04,218.84,1593.6,1029.24,173.32,31940.8969898379,0.998,0.95918,"Females"
"SVN_2020","SVN","2020",0.000505411529062255,99.05,215.44,1580.85,1048.95,180.76,30575.2751037538,0.99793,0.95614,"Females"
"SWE_1961","SWE","1961",0.000610714755829606,86.13,229.32,1311.88,1092.6,115.2,14564,0.98302,0.89182,"Females"
"SWE_1962","SWE","1962",0.000588406520740279,84.6,220.68,1312.22,1069.38,117.68,15093,0.983945,0.89349,"Females"
"SWE_1963","SWE","1963",0.000564898477883556,84.32,214,1325.85,1047.87,123.28,15808,0.98456,0.89358,"Females"
"SWE_1964","SWE","1964",0.000525878848361227,85.9,217.88,1351.82,1085.58,125.72,16761,0.98533,0.89582,"Females"
"SWE_1965","SWE","1965",0.000496224389760366,85.8,224.96,1341.11,1056.69,118.24,17239,0.98602,0.89687,"Females"
"SWE_1966","SWE","1966",0.000490500312218923,87.37,224.08,1374.47,1030.05,125.4,17432,0.98747,0.90192,"Females"
"SWE_1967","SWE","1967",0.000484143635730215,86.58,223.92,1355.55,1031.13,122.36,17883,0.98693,0.9018,"Females"
"SWE_1968","SWE","1968",0.000497787161516559,86.05,225.36,1317.01,1028.79,118.84,18428,0.987485,0.900765,"Females"
"SWE_1969","SWE","1969",0.000502388470733356,85.54,223.84,1303.21,1017.63,118.32,19215,0.988445,0.901555,"Females"
"SWE_1970","SWE","1970",0.000487739068365177,87.54,230.36,1330.45,1050.39,119.8,20269,0.988835,0.903305,"Females"
"SWE_1971","SWE","1971",0.000474551465115367,88.81,235.96,1361.78,1045.98,119.28,20320,0.989015,0.90449,"Females"
"SWE_1972","SWE","1972",0.00046648674076034,85.82,226.36,1342.57,1029.15,116.92,20725,0.98939,0.90642,"Females"
"SWE_1973","SWE","1973",0.000447402738019606,86.95,229.28,1345.36,1023.84,118.48,21509,0.989715,0.90791,"Females"
"SWE_1974","SWE","1974",0.000442420825602546,89.55,239.92,1332.31,1040.49,118.28,22132,0.990085,0.908585,"Females"
"SWE_1975","SWE","1975",0.000430898305579726,92.21,251.16,1336.68,1068.48,117.68,22607,0.990875,0.908925,"Females"
